ENSMUSG00000083764	ENSMUST00000118450
ENSMUSG00000079942	ENSMUST00000116058
ENSMUSG00000086586	ENSMUST00000127017
ENSMUSG00000086580	ENSMUST00000126961
ENSMUSG00000086582	ENSMUST00000128218
ENSMUSG00000086589	ENSMUST00000131381
ENSMUSG00000086588	ENSMUST00000124901
ENSMUSG00000024171	ENSMUST00000015267
ENSMUSG00000105058	ENSMUST00000195987
ENSMUSG00000080868	ENSMUST00000119807
ENSMUSG00000080869	ENSMUST00000118712
ENSMUSG00000080860	ENSMUST00000119963
ENSMUSG00000080861	ENSMUST00000119967
ENSMUSG00000080862	ENSMUST00000117260
ENSMUSG00000080863	ENSMUST00000121236
ENSMUSG00000080865	ENSMUST00000121450
ENSMUSG00000080866	ENSMUST00000118252
ENSMUSG00000024927	ENSMUST00000025867
ENSMUSG00000024926	ENSMUST00000113641
ENSMUSG00000024922	ENSMUST00000025861
ENSMUSG00000059334	ENSMUST00000071711
ENSMUSG00000055088	ENSMUST00000068475
ENSMUSG00000075918	ENSMUST00000101968
ENSMUSG00000100117	ENSMUST00000189682
ENSMUSG00000100116	ENSMUST00000186824
ENSMUSG00000100115	ENSMUST00000191003
ENSMUSG00000086321	ENSMUST00000155822
ENSMUSG00000086320	ENSMUST00000156081
ENSMUSG00000086327	ENSMUST00000127074
ENSMUSG00000086326	ENSMUST00000138802
ENSMUSG00000086329	ENSMUST00000149576
ENSMUSG00000086328	ENSMUST00000140185
ENSMUSG00000107324	ENSMUST00000202215
ENSMUSG00000107327	ENSMUST00000201054
ENSMUSG00000100110	ENSMUST00000188872
ENSMUSG00000094115	ENSMUST00000178459
ENSMUSG00000107329	ENSMUST00000201849
ENSMUSG00000094117	ENSMUST00000103396
ENSMUSG00000094116	ENSMUST00000178319
ENSMUSG00000094111	ENSMUST00000179225
ENSMUSG00000094112	ENSMUST00000179120
ENSMUSG00000098472	ENSMUST00000184367
ENSMUSG00000098473	ENSMUST00000184374
ENSMUSG00000098470	ENSMUST00000184647
ENSMUSG00000094119	ENSMUST00000104879
ENSMUSG00000098477	ENSMUST00000184176
ENSMUSG00000098474	ENSMUST00000185146
ENSMUSG00000098475	ENSMUST00000184354
ENSMUSG00000045506	ENSMUST00000050753
ENSMUSG00000047067	ENSMUST00000060913
ENSMUSG00000047061	ENSMUST00000054395
ENSMUSG00000081056	ENSMUST00000120952
ENSMUSG00000081057	ENSMUST00000121263
ENSMUSG00000081054	ENSMUST00000117768
ENSMUSG00000081055	ENSMUST00000119319
ENSMUSG00000081052	ENSMUST00000121027
ENSMUSG00000081053	ENSMUST00000120723
ENSMUSG00000081050	ENSMUST00000120231
ENSMUSG00000081051	ENSMUST00000117288
ENSMUSG00000081058	ENSMUST00000167403
ENSMUSG00000081059	ENSMUST00000120551
ENSMUSG00000085744	ENSMUST00000138391
ENSMUSG00000085745	ENSMUST00000125355
ENSMUSG00000085742	ENSMUST00000132913
ENSMUSG00000085740	ENSMUST00000155504
ENSMUSG00000085748	ENSMUST00000155836
ENSMUSG00000083353	ENSMUST00000121938
ENSMUSG00000108161	ENSMUST00000203815
ENSMUSG00000029837	ENSMUST00000031863
ENSMUSG00000029831	ENSMUST00000031853
ENSMUSG00000096157	ENSMUST00000178604
ENSMUSG00000077208	ENSMUST00000104020
ENSMUSG00000077209	ENSMUST00000104021
ENSMUSG00000077207	ENSMUST00000104019
ENSMUSG00000077204	ENSMUST00000104016
ENSMUSG00000077202	ENSMUST00000104014
ENSMUSG00000077200	ENSMUST00000104012
ENSMUSG00000077201	ENSMUST00000104013
ENSMUSG00000046411	ENSMUST00000059737
ENSMUSG00000095642	ENSMUST00000103469
ENSMUSG00000095643	ENSMUST00000179512
ENSMUSG00000095640	ENSMUST00000087814
ENSMUSG00000095641	ENSMUST00000177836
ENSMUSG00000095646	ENSMUST00000103612
ENSMUSG00000095647	ENSMUST00000078532
ENSMUSG00000095645	ENSMUST00000179542
ENSMUSG00000096151	ENSMUST00000091605
ENSMUSG00000096150	ENSMUST00000103552
ENSMUSG00000095398	ENSMUST00000177739
ENSMUSG00000095399	ENSMUST00000170385
ENSMUSG00000095394	ENSMUST00000104120
ENSMUSG00000095395	ENSMUST00000179548
ENSMUSG00000095396	ENSMUST00000179484
ENSMUSG00000078154	ENSMUST00000104959
ENSMUSG00000095390	ENSMUST00000076802
ENSMUSG00000095393	ENSMUST00000122621
ENSMUSG00000101862	ENSMUST00000190587
ENSMUSG00000083748	ENSMUST00000121389
ENSMUSG00000083749	ENSMUST00000117157
ENSMUSG00000101863	ENSMUST00000187208
ENSMUSG00000046088	ENSMUST00000055305
ENSMUSG00000083740	ENSMUST00000121070
ENSMUSG00000083742	ENSMUST00000122439
ENSMUSG00000083743	ENSMUST00000119071
ENSMUSG00000083745	ENSMUST00000121230
ENSMUSG00000046082	ENSMUST00000050389
ENSMUSG00000083747	ENSMUST00000118526
ENSMUSG00000101866	ENSMUST00000189979
ENSMUSG00000098568	ENSMUST00000184789
ENSMUSG00000091515	ENSMUST00000182230
ENSMUSG00000085523	ENSMUST00000146755
ENSMUSG00000082839	ENSMUST00000119895
ENSMUSG00000087848	ENSMUST00000157223
ENSMUSG00000087843	ENSMUST00000157218
ENSMUSG00000087842	ENSMUST00000157217
ENSMUSG00000082833	ENSMUST00000117408
ENSMUSG00000082835	ENSMUST00000120402
ENSMUSG00000087846	ENSMUST00000157221
ENSMUSG00000082836	ENSMUST00000119276
ENSMUSG00000098567	ENSMUST00000183417
ENSMUSG00000017064	ENSMUST00000017208
ENSMUSG00000098560	ENSMUST00000184096
ENSMUSG00000094662	ENSMUST00000095424
ENSMUSG00000098562	ENSMUST00000184090
ENSMUSG00000099434	ENSMUST00000190359
ENSMUSG00000099437	ENSMUST00000188411
ENSMUSG00000099436	ENSMUST00000188678
ENSMUSG00000099431	ENSMUST00000189261
ENSMUSG00000099430	ENSMUST00000188272
ENSMUSG00000099433	ENSMUST00000185704
ENSMUSG00000099432	ENSMUST00000189861
ENSMUSG00000099439	ENSMUST00000188009
ENSMUSG00000086442	ENSMUST00000138702
ENSMUSG00000081495	ENSMUST00000117059
ENSMUSG00000081492	ENSMUST00000118042
ENSMUSG00000097209	ENSMUST00000180441
ENSMUSG00000081490	ENSMUST00000120175
ENSMUSG00000065939	ENSMUST00000084005
ENSMUSG00000065937	ENSMUST00000084003
ENSMUSG00000065936	ENSMUST00000084002
ENSMUSG00000065935	ENSMUST00000084001
ENSMUSG00000086447	ENSMUST00000124622
ENSMUSG00000044624	ENSMUST00000055107
ENSMUSG00000088219	ENSMUST00000157594
ENSMUSG00000041052	ENSMUST00000035890
ENSMUSG00000097203	ENSMUST00000181805
ENSMUSG00000041057	ENSMUST00000047086
ENSMUSG00000081870	ENSMUST00000121860
ENSMUSG00000081871	ENSMUST00000117277
ENSMUSG00000081872	ENSMUST00000119248
ENSMUSG00000081873	ENSMUST00000120526
ENSMUSG00000081874	ENSMUST00000121551
ENSMUSG00000081875	ENSMUST00000120989
ENSMUSG00000081876	ENSMUST00000119935
ENSMUSG00000081877	ENSMUST00000118259
ENSMUSG00000081878	ENSMUST00000118020
ENSMUSG00000081879	ENSMUST00000121550
ENSMUSG00000010045	ENSMUST00000010189
ENSMUSG00000058147	ENSMUST00000080839
ENSMUSG00000077571	ENSMUST00000104383
ENSMUSG00000081180	ENSMUST00000120817
ENSMUSG00000077579	ENSMUST00000104391
ENSMUSG00000081183	ENSMUST00000117572
ENSMUSG00000068579	ENSMUST00000090170
ENSMUSG00000090131	ENSMUST00000162296
ENSMUSG00000090135	ENSMUST00000159361
ENSMUSG00000090138	ENSMUST00000161710
ENSMUSG00000055679	ENSMUST00000021889
ENSMUSG00000040017	ENSMUST00000006952
ENSMUSG00000101908	ENSMUST00000187826
ENSMUSG00000061897	ENSMUST00000118761
ENSMUSG00000101247	ENSMUST00000191564
ENSMUSG00000105943	ENSMUST00000198365
ENSMUSG00000105942	ENSMUST00000198450
ENSMUSG00000105941	ENSMUST00000198429
ENSMUSG00000105940	ENSMUST00000200266
ENSMUSG00000105947	ENSMUST00000199275
ENSMUSG00000105946	ENSMUST00000199729
ENSMUSG00000105945	ENSMUST00000199951
ENSMUSG00000105944	ENSMUST00000196916
ENSMUSG00000105949	ENSMUST00000195916
ENSMUSG00000105948	ENSMUST00000199162
ENSMUSG00000061769	ENSMUST00000074056
ENSMUSG00000094252	ENSMUST00000177942
ENSMUSG00000094253	ENSMUST00000174896
ENSMUSG00000094250	ENSMUST00000178807
ENSMUSG00000094251	ENSMUST00000083112
ENSMUSG00000094256	ENSMUST00000077420
ENSMUSG00000094257	ENSMUST00000178107
ENSMUSG00000094254	ENSMUST00000074566
ENSMUSG00000094255	ENSMUST00000178565
ENSMUSG00000094259	ENSMUST00000118324
ENSMUSG00000101249	ENSMUST00000187117
ENSMUSG00000047544	ENSMUST00000106886
ENSMUSG00000047545	ENSMUST00000051346
ENSMUSG00000003882	ENSMUST00000003981
ENSMUSG00000064604	ENSMUST00000082670
ENSMUSG00000076800	ENSMUST00000103611
ENSMUSG00000064601	ENSMUST00000082667
ENSMUSG00000066515	ENSMUST00000085450
ENSMUSG00000066516	ENSMUST00000085455
ENSMUSG00000066510	ENSMUST00000061766
ENSMUSG00000030775	ENSMUST00000170861
ENSMUSG00000066512	ENSMUST00000074359
ENSMUSG00000066513	ENSMUST00000077354
ENSMUSG00000068574	ENSMUST00000090156
ENSMUSG00000103459	ENSMUST00000193692
ENSMUSG00000103458	ENSMUST00000115661
ENSMUSG00000064609	ENSMUST00000082675
ENSMUSG00000064606	ENSMUST00000082672
ENSMUSG00000103452	ENSMUST00000191694
ENSMUSG00000103451	ENSMUST00000195148
ENSMUSG00000064602	ENSMUST00000082668
ENSMUSG00000103456	ENSMUST00000192936
ENSMUSG00000064600	ENSMUST00000082666
ENSMUSG00000103454	ENSMUST00000194115
ENSMUSG00000022894	ENSMUST00000023611
ENSMUSG00000022892	ENSMUST00000005406
ENSMUSG00000081096	ENSMUST00000120186
ENSMUSG00000052957	ENSMUST00000065086
ENSMUSG00000107519	ENSMUST00000204418
ENSMUSG00000107516	ENSMUST00000204491
ENSMUSG00000107517	ENSMUST00000203145
ENSMUSG00000107514	ENSMUST00000203192
ENSMUSG00000107515	ENSMUST00000205039
ENSMUSG00000107512	ENSMUST00000203540
ENSMUSG00000107513	ENSMUST00000203590
ENSMUSG00000107510	ENSMUST00000204547
ENSMUSG00000107511	ENSMUST00000203139
ENSMUSG00000099372	ENSMUST00000189428
ENSMUSG00000099373	ENSMUST00000188984
ENSMUSG00000099371	ENSMUST00000190836
ENSMUSG00000099376	ENSMUST00000191041
ENSMUSG00000099377	ENSMUST00000191249
ENSMUSG00000099375	ENSMUST00000186885
ENSMUSG00000099378	ENSMUST00000186180
ENSMUSG00000107518	ENSMUST00000203463
ENSMUSG00000090961	ENSMUST00000172140
ENSMUSG00000090963	ENSMUST00000167969
ENSMUSG00000090964	ENSMUST00000168123
ENSMUSG00000090965	ENSMUST00000164379
ENSMUSG00000090966	ENSMUST00000164856
ENSMUSG00000090968	ENSMUST00000163406
ENSMUSG00000093118	ENSMUST00000175377
ENSMUSG00000104159	ENSMUST00000193280
ENSMUSG00000104157	ENSMUST00000193484
ENSMUSG00000104155	ENSMUST00000191707
ENSMUSG00000104154	ENSMUST00000195121
ENSMUSG00000104153	ENSMUST00000192112
ENSMUSG00000104152	ENSMUST00000193702
ENSMUSG00000104150	ENSMUST00000191753
ENSMUSG00000093013	ENSMUST00000175272
ENSMUSG00000096492	ENSMUST00000179923
ENSMUSG00000096490	ENSMUST00000103330
ENSMUSG00000096496	ENSMUST00000178527
ENSMUSG00000096497	ENSMUST00000077836
ENSMUSG00000062528	ENSMUST00000067539
ENSMUSG00000037487	ENSMUST00000110336
ENSMUSG00000037482	ENSMUST00000040941
ENSMUSG00000071586	ENSMUST00000096145
ENSMUSG00000081098	ENSMUST00000118476
ENSMUSG00000091613	ENSMUST00000168078
ENSMUSG00000091615	ENSMUST00000168549
ENSMUSG00000091614	ENSMUST00000168877
ENSMUSG00000091619	ENSMUST00000170816
ENSMUSG00000091618	ENSMUST00000170893
ENSMUSG00000049280	ENSMUST00000061690
ENSMUSG00000097729	ENSMUST00000180643
ENSMUSG00000097728	ENSMUST00000180784
ENSMUSG00000097722	ENSMUST00000180725
ENSMUSG00000073563	ENSMUST00000069597
ENSMUSG00000073565	ENSMUST00000116639
ENSMUSG00000076589	ENSMUST00000103390
ENSMUSG00000076586	ENSMUST00000103387
ENSMUSG00000076587	ENSMUST00000103388
ENSMUSG00000073569	ENSMUST00000097581
ENSMUSG00000073568	ENSMUST00000097580
ENSMUSG00000076583	ENSMUST00000103384
ENSMUSG00000076581	ENSMUST00000103382
ENSMUSG00000105208	ENSMUST00000196460
ENSMUSG00000105209	ENSMUST00000197740
ENSMUSG00000105204	ENSMUST00000200659
ENSMUSG00000105205	ENSMUST00000200362
ENSMUSG00000105207	ENSMUST00000200624
ENSMUSG00000105200	ENSMUST00000198300
ENSMUSG00000105201	ENSMUST00000198192
ENSMUSG00000105202	ENSMUST00000197856
ENSMUSG00000105203	ENSMUST00000199616
ENSMUSG00000043501	ENSMUST00000044584
ENSMUSG00000073699	ENSMUST00000143133
ENSMUSG00000022330	ENSMUST00000022952
ENSMUSG00000076051	ENSMUST00000102096
ENSMUSG00000076052	ENSMUST00000102097
ENSMUSG00000022336	ENSMUST00000022960
ENSMUSG00000022337	ENSMUST00000022962
ENSMUSG00000022338	ENSMUST00000060652
ENSMUSG00000022339	ENSMUST00000022964
ENSMUSG00000102358	ENSMUST00000194618
ENSMUSG00000068964	ENSMUST00000091031
ENSMUSG00000068969	ENSMUST00000091052
ENSMUSG00000092353	ENSMUST00000174811
ENSMUSG00000075590	ENSMUST00000019516
ENSMUSG00000075591	ENSMUST00000100526
ENSMUSG00000075596	ENSMUST00000100534
ENSMUSG00000040432	ENSMUST00000044554
ENSMUSG00000048626	ENSMUST00000062747
ENSMUSG00000043631	ENSMUST00000051504
ENSMUSG00000048620	ENSMUST00000056120
ENSMUSG00000104743	ENSMUST00000104868
ENSMUSG00000025645	ENSMUST00000026735
ENSMUSG00000025644	ENSMUST00000134690
ENSMUSG00000093858	ENSMUST00000179676
ENSMUSG00000102267	ENSMUST00000192663
ENSMUSG00000102266	ENSMUST00000194107
ENSMUSG00000102265	ENSMUST00000194265
ENSMUSG00000102264	ENSMUST00000195570
ENSMUSG00000102263	ENSMUST00000194963
ENSMUSG00000102262	ENSMUST00000194873
ENSMUSG00000102261	ENSMUST00000194518
ENSMUSG00000102269	ENSMUST00000195361
ENSMUSG00000102268	ENSMUST00000193161
ENSMUSG00000092876	ENSMUST00000175135
ENSMUSG00000021258	ENSMUST00000101055
ENSMUSG00000087007	ENSMUST00000125661
ENSMUSG00000092879	ENSMUST00000175138
ENSMUSG00000045776	ENSMUST00000055662
ENSMUSG00000030909	ENSMUST00000033201
ENSMUSG00000007867	ENSMUST00000054565
ENSMUSG00000021253	ENSMUST00000003687
ENSMUSG00000074345	ENSMUST00000098760
ENSMUSG00000074343	ENSMUST00000149237
ENSMUSG00000039385	ENSMUST00000036439
ENSMUSG00000024068	ENSMUST00000024869
ENSMUSG00000021254	ENSMUST00000071106
ENSMUSG00000101709	ENSMUST00000190425
ENSMUSG00000042275	ENSMUST00000109226
ENSMUSG00000090264	ENSMUST00000036765
ENSMUSG00000103075	ENSMUST00000195386
ENSMUSG00000090268	ENSMUST00000159524
ENSMUSG00000024682	ENSMUST00000025585
ENSMUSG00000024683	ENSMUST00000167199
ENSMUSG00000074966	ENSMUST00000099620
ENSMUSG00000024687	ENSMUST00000025590
ENSMUSG00000074965	ENSMUST00000099619
ENSMUSG00000040247	ENSMUST00000045864
ENSMUSG00000103071	ENSMUST00000194594
ENSMUSG00000039126	ENSMUST00000087689
ENSMUSG00000065143	ENSMUST00000083209
ENSMUSG00000078097	ENSMUST00000133732
ENSMUSG00000036533	ENSMUST00000068958
ENSMUSG00000036537	ENSMUST00000046433
ENSMUSG00000065145	ENSMUST00000083211
ENSMUSG00000040653	ENSMUST00000043374
ENSMUSG00000040651	ENSMUST00000022450
ENSMUSG00000040650	ENSMUST00000077356
ENSMUSG00000040657	ENSMUST00000043553
ENSMUSG00000040659	ENSMUST00000036854
ENSMUSG00000026688	ENSMUST00000028005
ENSMUSG00000082268	ENSMUST00000120288
ENSMUSG00000082269	ENSMUST00000117722
ENSMUSG00000098849	ENSMUST00000185017
ENSMUSG00000098848	ENSMUST00000184408
ENSMUSG00000082264	ENSMUST00000118151
ENSMUSG00000082265	ENSMUST00000122152
ENSMUSG00000098845	ENSMUST00000184177
ENSMUSG00000082267	ENSMUST00000117625
ENSMUSG00000098843	ENSMUST00000183616
ENSMUSG00000098842	ENSMUST00000185101
ENSMUSG00000082262	ENSMUST00000122378
ENSMUSG00000082263	ENSMUST00000122382
ENSMUSG00000094090	ENSMUST00000178171
ENSMUSG00000094091	ENSMUST00000178891
ENSMUSG00000094092	ENSMUST00000119542
ENSMUSG00000094093	ENSMUST00000101832
ENSMUSG00000094094	ENSMUST00000103366
ENSMUSG00000094095	ENSMUST00000177844
ENSMUSG00000094096	ENSMUST00000178476
ENSMUSG00000094097	ENSMUST00000178203
ENSMUSG00000094098	ENSMUST00000166499
ENSMUSG00000094099	ENSMUST00000101995
ENSMUSG00000024276	ENSMUST00000060762
ENSMUSG00000045521	ENSMUST00000055374
ENSMUSG00000047383	ENSMUST00000054653
ENSMUSG00000026357	ENSMUST00000027603
ENSMUSG00000099734	ENSMUST00000190296
ENSMUSG00000002326	ENSMUST00000002397
ENSMUSG00000065719	ENSMUST00000083785
ENSMUSG00000065718	ENSMUST00000083784
ENSMUSG00000065716	ENSMUST00000083782
ENSMUSG00000065715	ENSMUST00000083781
ENSMUSG00000065714	ENSMUST00000083780
ENSMUSG00000084316	ENSMUST00000120559
ENSMUSG00000084314	ENSMUST00000121072
ENSMUSG00000084315	ENSMUST00000121211
ENSMUSG00000084312	ENSMUST00000118380
ENSMUSG00000084313	ENSMUST00000117921
ENSMUSG00000084310	ENSMUST00000121615
ENSMUSG00000084311	ENSMUST00000121313
ENSMUSG00000081797	ENSMUST00000118644
ENSMUSG00000081796	ENSMUST00000119908
ENSMUSG00000081791	ENSMUST00000120001
ENSMUSG00000084318	ENSMUST00000118524
ENSMUSG00000081792	ENSMUST00000122215
ENSMUSG00000106009	ENSMUST00000196790
ENSMUSG00000106008	ENSMUST00000196616
ENSMUSG00000106007	ENSMUST00000196578
ENSMUSG00000106006	ENSMUST00000198536
ENSMUSG00000106005	ENSMUST00000196669
ENSMUSG00000106003	ENSMUST00000197036
ENSMUSG00000106002	ENSMUST00000197658
ENSMUSG00000106001	ENSMUST00000197548
ENSMUSG00000106000	ENSMUST00000197066
ENSMUSG00000085957	ENSMUST00000149604
ENSMUSG00000085955	ENSMUST00000122854
ENSMUSG00000085952	ENSMUST00000151599
ENSMUSG00000085951	ENSMUST00000142108
ENSMUSG00000085950	ENSMUST00000146404
ENSMUSG00000098155	ENSMUST00000183225
ENSMUSG00000098154	ENSMUST00000183049
ENSMUSG00000098156	ENSMUST00000182372
ENSMUSG00000098151	ENSMUST00000183142
ENSMUSG00000098150	ENSMUST00000183117
ENSMUSG00000098153	ENSMUST00000182561
ENSMUSG00000085958	ENSMUST00000135360
ENSMUSG00000046169	ENSMUST00000065766
ENSMUSG00000046168	ENSMUST00000051184
ENSMUSG00000046160	ENSMUST00000056882
ENSMUSG00000046167	ENSMUST00000056740
ENSMUSG00000089098	ENSMUST00000158473
ENSMUSG00000089092	ENSMUST00000158467
ENSMUSG00000089093	ENSMUST00000158468
ENSMUSG00000089090	ENSMUST00000158465
ENSMUSG00000089091	ENSMUST00000158466
ENSMUSG00000089096	ENSMUST00000158471
ENSMUSG00000089097	ENSMUST00000158472
ENSMUSG00000089094	ENSMUST00000158469
ENSMUSG00000089095	ENSMUST00000158470
ENSMUSG00000081245	ENSMUST00000120219
ENSMUSG00000081244	ENSMUST00000121118
ENSMUSG00000081243	ENSMUST00000120576
ENSMUSG00000081242	ENSMUST00000120619
ENSMUSG00000081240	ENSMUST00000120019
ENSMUSG00000081249	ENSMUST00000119491
ENSMUSG00000081248	ENSMUST00000120422
ENSMUSG00000064044	ENSMUST00000076965
ENSMUSG00000097695	ENSMUST00000180798
ENSMUSG00000088329	ENSMUST00000157704
ENSMUSG00000088323	ENSMUST00000157698
ENSMUSG00000088322	ENSMUST00000157697
ENSMUSG00000088320	ENSMUST00000157695
ENSMUSG00000088327	ENSMUST00000157702
ENSMUSG00000088326	ENSMUST00000157701
ENSMUSG00000088325	ENSMUST00000157700
ENSMUSG00000088324	ENSMUST00000157699
ENSMUSG00000107758	ENSMUST00000204279
ENSMUSG00000107759	ENSMUST00000204925
ENSMUSG00000107754	ENSMUST00000203922
ENSMUSG00000107755	ENSMUST00000204513
ENSMUSG00000107756	ENSMUST00000203605
ENSMUSG00000107757	ENSMUST00000204456
ENSMUSG00000107750	ENSMUST00000204392
ENSMUSG00000107751	ENSMUST00000203838
ENSMUSG00000107752	ENSMUST00000205095
ENSMUSG00000107753	ENSMUST00000204148
ENSMUSG00000095059	ENSMUST00000178423
ENSMUSG00000079584	ENSMUST00000114725
ENSMUSG00000095053	ENSMUST00000178612
ENSMUSG00000095052	ENSMUST00000180111
ENSMUSG00000095051	ENSMUST00000179957
ENSMUSG00000095057	ENSMUST00000107130
ENSMUSG00000078057	ENSMUST00000104863
ENSMUSG00000095054	ENSMUST00000118508
ENSMUSG00000093009	ENSMUST00000175268
ENSMUSG00000104115	ENSMUST00000194897
ENSMUSG00000002799	ENSMUST00000075827
ENSMUSG00000080115	ENSMUST00000116231
ENSMUSG00000056665	ENSMUST00000070923
ENSMUSG00000092720	ENSMUST00000174979
ENSMUSG00000092723	ENSMUST00000174982
ENSMUSG00000092724	ENSMUST00000174983
ENSMUSG00000092725	ENSMUST00000174984
ENSMUSG00000092727	ENSMUST00000174986
ENSMUSG00000096658	ENSMUST00000174388
ENSMUSG00000096659	ENSMUST00000101973
ENSMUSG00000099608	ENSMUST00000186016
ENSMUSG00000099609	ENSMUST00000189387
ENSMUSG00000096651	ENSMUST00000116917
ENSMUSG00000096652	ENSMUST00000178847
ENSMUSG00000049028	ENSMUST00000053919
ENSMUSG00000096654	ENSMUST00000122281
ENSMUSG00000099604	ENSMUST00000189471
ENSMUSG00000099605	ENSMUST00000190123
ENSMUSG00000099934	ENSMUST00000190766
ENSMUSG00000103194	ENSMUST00000195369
ENSMUSG00000021978	ENSMUST00000022550
ENSMUSG00000094588	ENSMUST00000076504
ENSMUSG00000015709	ENSMUST00000085077
ENSMUSG00000094589	ENSMUST00000172322
ENSMUSG00000099935	ENSMUST00000190310
ENSMUSG00000101345	ENSMUST00000186992
ENSMUSG00000101344	ENSMUST00000188600
ENSMUSG00000101347	ENSMUST00000185452
ENSMUSG00000015443	ENSMUST00000015587
ENSMUSG00000079019	ENSMUST00000034261
ENSMUSG00000101343	ENSMUST00000191448
ENSMUSG00000101342	ENSMUST00000190381
ENSMUSG00000066990	ENSMUST00000086672
ENSMUSG00000079016	ENSMUST00000109987
ENSMUSG00000000792	ENSMUST00000000809
ENSMUSG00000079013	ENSMUST00000109957
ENSMUSG00000000791	ENSMUST00000000808
ENSMUSG00000094582	ENSMUST00000096981
ENSMUSG00000065878	ENSMUST00000083944
ENSMUSG00000098002	ENSMUST00000182757
ENSMUSG00000065872	ENSMUST00000083938
ENSMUSG00000065873	ENSMUST00000083939
ENSMUSG00000065870	ENSMUST00000083936
ENSMUSG00000065876	ENSMUST00000083942
ENSMUSG00000065874	ENSMUST00000083940
ENSMUSG00000065875	ENSMUST00000083941
ENSMUSG00000097529	ENSMUST00000180929
ENSMUSG00000098000	ENSMUST00000183003
ENSMUSG00000097520	ENSMUST00000181864
ENSMUSG00000097523	ENSMUST00000180932
ENSMUSG00000097522	ENSMUST00000181690
ENSMUSG00000097525	ENSMUST00000180653
ENSMUSG00000097524	ENSMUST00000181865
ENSMUSG00000097527	ENSMUST00000181631
ENSMUSG00000098006	ENSMUST00000183259
ENSMUSG00000094584	ENSMUST00000177684
ENSMUSG00000094585	ENSMUST00000104165
ENSMUSG00000038591	ENSMUST00000036737
ENSMUSG00000041247	ENSMUST00000081880
ENSMUSG00000081466	ENSMUST00000120166
ENSMUSG00000055194	ENSMUST00000054716
ENSMUSG00000050343	ENSMUST00000052285
ENSMUSG00000093451	ENSMUST00000175716
ENSMUSG00000093453	ENSMUST00000176131
ENSMUSG00000038594	ENSMUST00000095691
ENSMUSG00000093454	ENSMUST00000176730
ENSMUSG00000055198	ENSMUST00000137570
ENSMUSG00000093183	ENSMUST00000175442
ENSMUSG00000108347	ENSMUST00000206781
ENSMUSG00000108344	ENSMUST00000206828
ENSMUSG00000093180	ENSMUST00000175439
ENSMUSG00000108342	ENSMUST00000206876
ENSMUSG00000108343	ENSMUST00000206864
ENSMUSG00000108340	ENSMUST00000205447
ENSMUSG00000108341	ENSMUST00000205565
ENSMUSG00000093189	ENSMUST00000175448
ENSMUSG00000099939	ENSMUST00000190353
ENSMUSG00000108348	ENSMUST00000206129
ENSMUSG00000108349	ENSMUST00000206729
ENSMUSG00000101972	ENSMUST00000189457
ENSMUSG00000022136	ENSMUST00000022734
ENSMUSG00000097723	ENSMUST00000181052
ENSMUSG00000066372	ENSMUST00000044583
ENSMUSG00000022131	ENSMUST00000022728
ENSMUSG00000066378	ENSMUST00000085094
ENSMUSG00000055732	ENSMUST00000069457
ENSMUSG00000055733	ENSMUST00000079490
ENSMUSG00000097720	ENSMUST00000180561
ENSMUSG00000089724	ENSMUST00000107439
ENSMUSG00000091962	ENSMUST00000170835
ENSMUSG00000091961	ENSMUST00000163480
ENSMUSG00000091960	ENSMUST00000166586
ENSMUSG00000091967	ENSMUST00000175971
ENSMUSG00000051437	ENSMUST00000059121
ENSMUSG00000051439	ENSMUST00000061829
ENSMUSG00000064834	ENSMUST00000082900
ENSMUSG00000064837	ENSMUST00000082903
ENSMUSG00000064836	ENSMUST00000082902
ENSMUSG00000064831	ENSMUST00000082897
ENSMUSG00000064830	ENSMUST00000082896
ENSMUSG00000056429	ENSMUST00000070524
ENSMUSG00000063823	ENSMUST00000073226
ENSMUSG00000081135	ENSMUST00000122084
ENSMUSG00000063821	ENSMUST00000073870
ENSMUSG00000063827	ENSMUST00000074543
ENSMUSG00000081134	ENSMUST00000120011
ENSMUSG00000022682	ENSMUST00000023363
ENSMUSG00000022685	ENSMUST00000058884
ENSMUSG00000013707	ENSMUST00000013851
ENSMUSG00000057770	ENSMUST00000164391
ENSMUSG00000025484	ENSMUST00000026557
ENSMUSG00000025480	ENSMUST00000026553
ENSMUSG00000025489	ENSMUST00000026562
ENSMUSG00000025488	ENSMUST00000026561
ENSMUSG00000102065	ENSMUST00000187931
ENSMUSG00000102064	ENSMUST00000188309
ENSMUSG00000102067	ENSMUST00000189687
ENSMUSG00000102061	ENSMUST00000188540
ENSMUSG00000102060	ENSMUST00000185439
ENSMUSG00000102063	ENSMUST00000186830
ENSMUSG00000102062	ENSMUST00000189221
ENSMUSG00000102069	ENSMUST00000187233
ENSMUSG00000102068	ENSMUST00000187169
ENSMUSG00000039253	ENSMUST00000038096
ENSMUSG00000095934	ENSMUST00000177912
ENSMUSG00000095935	ENSMUST00000084479
ENSMUSG00000095936	ENSMUST00000166753
ENSMUSG00000095937	ENSMUST00000119978
ENSMUSG00000095931	ENSMUST00000167871
ENSMUSG00000085804	ENSMUST00000143967
ENSMUSG00000035954	ENSMUST00000037488
ENSMUSG00000095938	ENSMUST00000179988
ENSMUSG00000085807	ENSMUST00000154000
ENSMUSG00000085806	ENSMUST00000145182
